player_id,name,first_name,last_name,short_name,date_of_birth,derived_age,nationality,nationality_raw,nationality_id,height,weight,club,club_id,league,league_id,position,positions,alternative_positions,position_type,preferred_foot,overall,potential,pace,acceleration,sprint_speed,shooting,finishing,shot_power,long_shots,volleys,penalties,positioning,passing,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,defending,interceptions,heading_accuracy,defensive_awareness,standing_tackle,sliding_tackle,physical,jumping,stamina,strength,aggression,weak_foot,skill_moves,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,value,wage,release_clause,contract_until,playstyles,playstyles_plus,gender,gender_id,source,source_player_id,source_url,overall_source,attributes_source,potential_source,data_version,scraped_at,game_club_id,game_club_name,game_league_id,club_source,provider_card_id,card_type
209846,Christian Günter,Christian,Günter,,1993-02-28,33,Germany,Germany,21,184,83,SC Freiburg,25,Bundesliga,,LB,"LB, LM",LM,Defense,Left,77,77,83,76,88,60,51,84,63,39,46,63,69,58,77,72,72,64,77,71,64,63,76,71,71,73,74,65,74,75,73,82,83,83,82,82,2,3,9,15,9,8,14,,,,,"Whipped Pass, Slide Tackle, Rapid, Relentless",,Men's Football,0,ea-drop-api,209846,https://www.ea.com/games/ea-sports-fc/ratings?playerId=209846,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,freiburg,SC Freiburg,ger,fc27,209846:BASE,BASE_LAUNCH
214525,David Richards,David,Richards,,1993-12-31,32,Wales,Wales,50,186,78,Dundee United,181,Scottish Prem,,GK,GK,,Defense,Right,58,58,57,36,34,57,14,42,13,12,26,7,56,45,13,19,37,35,13,60,35,45,54,23,40,35,14,19,9,18,14,55,57,25,60,27,2,1,57,57,56,55,60,,,,,,,Men's Football,0,ea-drop-api,214525,https://www.ea.com/games/ea-sports-fc/ratings?playerId=214525,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,dundee-united,Dundee United,sco,fc27,214525:BASE,BASE_LAUNCH
220782,Marco Ilaimaharitra,Marco,Ilaimaharitra,,1995-07-26,31,Madagascar,Madagascar,124,177,80,Standard Liège,232,1A Pro League,,CDM,"CDM, CM",CM,Midfielder,Right,71,71,54,58,50,62,58,73,66,46,72,48,67,63,62,70,71,68,64,67,64,71,64,69,71,70,72,63,73,70,67,74,70,75,72,81,3,3,9,15,14,10,8,,,,,,,Men's Football,0,ea-drop-api,220782,https://www.ea.com/games/ea-sports-fc/ratings?playerId=220782,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,standard-liege,Standard Liège,bel,fc27,220782:BASE,BASE_LAUNCH
224302,Mateusz Wieteska,Mateusz,Wieteska,,1997-02-11,29,Poland,Poland,37,187,80,Kocaelispor,101032,Trendyol Süper Lig,,CB,CB,,Defense,Right,72,73,57,55,59,38,36,46,31,34,42,42,51,43,38,30,64,57,37,61,65,55,67,65,67,72,71,74,72,73,72,72,76,64,75,75,3,2,15,12,13,16,9,,,,,Block,,Men's Football,0,ea-drop-api,224302,https://www.ea.com/games/ea-sports-fc/ratings?playerId=224302,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,224302:BASE,BASE_LAUNCH
227255,Fran Kirby,Fran,Kirby,,1993-06-29,33,England,England,14,157,52,Brighton,116013,Barclays WSL,,CAM,"CAM, RW, CM","RW, CM",Midfielder,Right,83,,84,86,82,82,80,87,80,88,78,85,77,78,73,71,80,77,74,86,88,93,82,86,82,42,35,71,36,43,39,60,78,72,58,45,4,4,13,9,12,16,16,,,,,"Finesse Shot, Technical",,Women's Football,1,ea-drop-api,227255,https://www.ea.com/games/ea-sports-fc/ratings?playerId=227255,ea-drop-api,ea-drop-api,,fc27,2026-08-28T09:08:58.508Z,,,,,227255:BASE,BASE_LAUNCH
230144,Assane Dioussé,Assane,Dioussé,,1997-09-20,28,Senegal,Senegal,136,175,68,AJ Auxerre,57,Ligue 1 McDonald's,,CDM,"CDM, CM, CB","CM, CB",Midfielder,Left,69,70,57,64,51,47,37,62,54,36,56,50,64,69,50,45,71,67,63,72,79,75,69,72,62,66,67,60,64,70,67,64,66,70,60,68,3,3,9,11,12,11,8,,,,,,,Men's Football,0,ea-drop-api,230144,https://www.ea.com/games/ea-sports-fc/ratings?playerId=230144,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,auxerre,AJ Auxerre,fra,fc27,230144:BASE,BASE_LAUNCH
233373,Stéphane Diarra,Stéphane,Diarra,,1998-12-09,27,Ivory Coast,Côte d'Ivoire,108,173,58,FC Alverca,717,Liga Portugal,,RM,"RM, LM, RW","LM, RW",Midfielder,Left,68,69,76,77,75,58,64,55,49,46,59,64,64,59,65,55,69,63,60,72,83,85,61,69,66,41,44,31,24,55,54,45,42,58,33,59,2,4,12,13,14,13,13,,,,,Technical,,Men's Football,0,ea-drop-api,233373,https://www.ea.com/games/ea-sports-fc/ratings?playerId=233373,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,233373:BASE,BASE_LAUNCH
235890,Marwane Saadane,Marwane,Saadane,,1992-01-17,34,Morocco,Morocco,129,188,83,Al Fateh,112390,ROSHN Saudi League,,CB,CB,,Defense,Right,72,72,54,55,54,51,47,61,50,38,71,36,61,49,54,54,69,78,43,62,63,52,65,70,64,70,68,72,69,71,69,85,80,86,84,85,3,2,7,10,14,15,5,,,,,"Long Ball Pass, Jockey, Intercept, Anticipate, Aerial Fortress",,Men's Football,0,ea-drop-api,235890,https://www.ea.com/games/ea-sports-fc/ratings?playerId=235890,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,al-fateh,Al Fateh,sau,fc27,235890:BASE,BASE_LAUNCH
238235,Hugo Vetlesen,Hugo,Vetlesen,,2000-02-29,26,Norway,Norway,36,174,72,Club Brugge,231,1A Pro League,,CDM,"CDM, RW, RM","RW, RM",Midfielder,Right,72,74,81,86,76,68,69,67,69,60,57,71,70,69,66,58,74,69,68,77,92,87,70,73,69,67,67,60,68,68,67,72,78,89,65,67,4,3,13,9,11,14,6,,,,,,,Men's Football,0,ea-drop-api,238235,https://www.ea.com/games/ea-sports-fc/ratings?playerId=238235,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,club-brugge,Club Brugge KV,bel,fc27,238235:BASE,BASE_LAUNCH
240679,Teun Koopmeiners,Teun,Koopmeiners,,1998-02-28,28,Netherlands,Holland,34,183,77,Juventus,45,Serie A Enilive,,CAM,"CAM, CM",CM,Midfielder,Left,81,81,70,71,70,79,76,82,84,72,85,80,83,84,79,80,85,84,74,78,69,69,82,83,81,75,78,72,76,74,72,75,79,83,71,72,2,3,14,8,14,12,10,,,,,Dead Ball,,Men's Football,0,ea-drop-api,240679,https://www.ea.com/games/ea-sports-fc/ratings?playerId=240679,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,juventus,Juventus,ita,fc27,240679:BASE,BASE_LAUNCH
242635,Igoh Ogbu,Igoh,Ogbu,,2000-02-08,26,Nigeria,Nigeria,133,187,83,Slavia Praha,266,Česká Liga,,CB,CB,,Defense,Right,75,78,76,72,79,39,40,45,34,34,33,42,55,56,42,30,63,68,40,60,68,66,71,63,61,73,72,76,71,75,71,82,91,71,88,79,2,2,9,7,9,7,12,,,,,Bruiser,,Men's Football,0,ea-drop-api,242635,https://www.ea.com/games/ea-sports-fc/ratings?playerId=242635,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,242635:BASE,BASE_LAUNCH
244464,Eryc Castillo,Eryc,Castillo,,1995-02-05,31,Ecuador,Ecuador,57,175,82,,,Libertadores,,LM,"LM, LW, RM","LW, RM",Midfielder,Right,69,70,85,85,85,61,60,68,55,51,62,73,58,51,64,57,62,54,50,71,83,84,65,70,58,33,32,58,21,41,24,79,85,75,85,65,3,3,9,13,13,12,14,,,,,Rapid,,Men's Football,0,ea-drop-api,244464,https://www.ea.com/games/ea-sports-fc/ratings?playerId=244464,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,244464:BASE,BASE_LAUNCH
246594,Han-Noah Massengo,Han-Noah,Massengo,,2001-07-07,25,France,France,18,175,70,FC Augsburg,100409,Bundesliga,,CDM,"CDM, CM",CM,Midfielder,Right,72,78,68,65,70,48,39,63,54,39,51,57,66,67,56,44,74,72,50,74,86,86,69,70,70,70,72,62,69,71,69,72,72,73,72,69,3,3,8,14,12,9,15,,,,,Technical,,Men's Football,0,ea-drop-api,246594,https://www.ea.com/games/ea-sports-fc/ratings?playerId=246594,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,augsburg,FC Augsburg,ger,fc27,246594:BASE,BASE_LAUNCH
248486,Lee Joon Suk,Joon Suk,Lee,Lee Joon Suk,2000-04-07,26,South Korea,Korea Republic,167,180,75,,,K League 1,,LW,"LW, RW, LM","RW, LM",Attack,Right,60,60,75,74,75,51,51,55,47,44,52,60,55,58,55,43,60,45,47,62,63,65,58,60,57,52,53,51,48,56,53,61,66,58,62,59,5,3,6,12,14,11,9,,,,,,,Men's Football,0,ea-drop-api,248486,https://www.ea.com/games/ea-sports-fc/ratings?playerId=248486,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,suwon-fc,Suwon FC,kor,fc26-backfill,248486:BASE,BASE_LAUNCH
252181,Huang Jiahui,Jiahui,Huang,Huang Jiahui,2000-10-07,25,China PR,China PR,155,185,74,Tianjin JMT FC,111774,CSL,,CDM,"CDM, CB, CM","CB, CM",Midfielder,Right,60,67,71,70,72,35,31,43,38,22,37,40,48,53,26,26,58,58,31,58,72,59,54,59,47,58,56,57,62,57,56,64,66,71,61,61,3,2,8,12,13,7,5,,,,,Long Ball Pass,,Men's Football,0,ea-drop-api,252181,https://www.ea.com/games/ea-sports-fc/ratings?playerId=252181,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,252181:BASE,BASE_LAUNCH
254475,Sumit Rathi,Sumit,Rathi,,2001-08-26,25,India,India,159,176,70,NorthEast United,113040,ISL,,CB,"CB, LB, LM","LB, LM",Defense,Left,54,63,66,59,72,33,32,34,32,22,34,42,42,36,45,22,47,44,33,49,69,59,54,46,45,50,50,49,50,50,52,66,68,59,70,65,3,2,10,9,8,6,10,,,,,,,Men's Football,0,ea-drop-api,254475,https://www.ea.com/games/ea-sports-fc/ratings?playerId=254475,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,northeast-united,NorthEast United,ind,fc27,254475:BASE,BASE_LAUNCH
256658,Jessic Ngankam,Jessic,Ngankam,,2000-07-20,26,Germany,Germany,21,184,84,Frankfurt,1824,Bundesliga,,ST,ST,,Attack,Right,69,74,80,80,80,68,69,74,66,53,60,67,59,60,65,43,62,50,48,70,70,75,67,69,67,27,15,60,17,36,19,73,82,70,78,62,4,3,12,8,6,13,11,,,,,"Acrobatic, Rapid",,Men's Football,0,ea-drop-api,256658,https://www.ea.com/games/ea-sports-fc/ratings?playerId=256658,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,eintracht-frankfurt,Eintracht Frankfurt,ger,fc27,256658:BASE,BASE_LAUNCH
258687,Boris Popović,Boris,Popović,,2000-02-26,26,Serbia,Serbia,51,189,75,Arouca,112513,Liga Portugal,,CB,CB,,Defense,Right,67,70,54,54,54,33,26,56,24,32,42,32,51,35,49,32,62,57,42,51,61,56,65,60,55,66,64,66,64,69,65,72,75,54,81,70,2,2,9,11,9,6,8,,,,,"Precision Header, Aerial Fortress",,Men's Football,0,ea-drop-api,258687,https://www.ea.com/games/ea-sports-fc/ratings?playerId=258687,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,arouca,FC Arouca,por,fc27,258687:BASE,BASE_LAUNCH
260436,Syb van Ottele,Syb,van Ottele,,2002-02-02,24,Netherlands,Holland,34,185,78,,,Eredivisie,,CB,"CB, CDM",CDM,Defense,Right,67,75,61,61,61,55,46,88,50,58,38,28,50,40,42,33,63,58,30,49,61,58,65,50,62,68,68,61,67,70,68,73,76,64,81,62,3,2,14,13,6,9,11,,,,,"Power Shot, Long Ball Pass",,Men's Football,0,ea-drop-api,260436,https://www.ea.com/games/ea-sports-fc/ratings?playerId=260436,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,fortuna-sittard,Fortuna Sittard,ned,fc26-backfill,260436:BASE,BASE_LAUNCH
262335,Elayis Tavşan,Elayis,Tavşan,,2001-04-30,25,Netherlands,Holland,34,183,74,,,Serie BKT,,RW,"RW, RM, CAM","RM, CAM",Attack,Left,68,71,80,81,80,64,62,71,65,61,58,64,62,62,61,65,62,58,67,71,77,74,67,70,64,24,22,54,19,21,19,56,61,63,59,38,3,3,12,5,7,10,11,,,,,Quick Step,,Men's Football,0,ea-drop-api,262335,https://www.ea.com/games/ea-sports-fc/ratings?playerId=262335,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,reggiana,Reggiana,ita-2,fc26-backfill,262335:BASE,BASE_LAUNCH
263847,Wang Yu,Yu,Wang,Wang Yu,2002-04-28,24,China PR,China PR,155,178,70,Changchun Yatai,111769,CSL,,CDM,"CDM, CM",CM,Midfielder,Right,56,66,57,55,58,38,35,46,36,36,32,50,49,55,33,33,57,54,33,55,63,72,57,59,38,50,56,46,48,49,50,60,60,70,56,56,3,2,8,7,13,7,12,,,,,,,Men's Football,0,ea-drop-api,263847,https://www.ea.com/games/ea-sports-fc/ratings?playerId=263847,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,,,,,263847:BASE,BASE_LAUNCH
265116,Lina Hausicke,Lina,Hausicke,,1997-12-30,28,Germany,Germany,21,176,66,SV Werder Bremen,116004,GPFBL,,CM,CM,,Midfielder,Right,72,,66,59,71,67,68,68,67,58,69,67,72,72,66,67,75,74,70,70,63,72,73,73,67,70,71,55,74,72,69,68,63,76,63,73,3,3,9,12,14,10,10,,,,,"Intercept, Aerial Fortress, Technical",,Women's Football,1,ea-drop-api,265116,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265116,ea-drop-api,ea-drop-api,,fc27,2026-08-28T09:08:58.508Z,,,,,265116:BASE,BASE_LAUNCH
266775,Park Jong Hyun,Jong Hyun,Park,Park Jong Hyun,2000-11-24,25,South Korea,Korea Republic,167,185,75,FC Anyang,112555,K League 1,,CB,"CB, CDM",CDM,Defense,Right,60,64,56,56,56,24,21,31,18,23,32,38,42,31,28,22,57,51,27,47,57,61,54,50,44,59,56,61,60,61,56,69,70,64,75,61,3,2,7,7,6,5,8,,,,,,,Men's Football,0,ea-drop-api,266775,https://www.ea.com/games/ea-sports-fc/ratings?playerId=266775,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,fc-anyang,FC Anyang,kor,fc27,266775:BASE,BASE_LAUNCH
268763,Ernest Nuamah,Ernest,Nuamah,,2003-11-01,22,Ghana,Ghana,117,178,71,OL,66,Ligue 1 McDonald's,,RM,"RM, RW",RW,Midfielder,Left,75,82,82,85,79,70,71,77,71,58,49,71,69,68,71,58,72,61,75,78,78,80,72,78,72,24,17,37,29,21,23,58,64,62,62,41,3,4,11,8,11,9,13,,,,,"Gamechanger, Rapid, Quick Step",,Men's Football,0,ea-drop-api,268763,https://www.ea.com/games/ea-sports-fc/ratings?playerId=268763,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,lyon,Olympique Lyonnais,fra,fc27,268763:BASE,BASE_LAUNCH
270578,Willum Þór Willumsson,Willum Þór,Willumsson,,1998-10-23,27,Iceland,Iceland,24,193,84,Birmingham City,88,EFL Championship,,CAM,"CAM, RM, CM","RM, CM",Midfielder,Left,70,73,55,52,58,69,70,74,66,50,69,70,71,72,69,68,75,70,59,71,62,65,63,73,72,53,46,65,52,53,56,76,64,90,77,58,3,3,11,10,15,12,9,,,,,Relentless,,Men's Football,0,ea-drop-api,270578,https://www.ea.com/games/ea-sports-fc/ratings?playerId=270578,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,birmingham-city,Birmingham City,eng-3,fc27,270578:BASE,BASE_LAUNCH
272046,Jessica Martínez,Jessica,Martínez,,1999-06-14,27,Paraguay,Paraguay,58,160,59,Badalona Women,131125,Liga F Moeve,,ST,"ST, LW, LM","LW, LM",Attack,Right,71,,63,64,63,76,75,75,80,65,80,70,69,72,59,75,75,60,69,70,74,56,72,70,65,46,38,69,37,50,51,72,72,70,69,80,3,3,5,5,9,15,5,,,,,Dead Ball,,Women's Football,1,ea-drop-api,272046,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272046,ea-drop-api,ea-drop-api,,fc27,2026-08-28T09:08:58.508Z,,,,,272046:BASE,BASE_LAUNCH
273651,Jarell Quansah,Jarell,Quansah,,2003-01-28,23,England,England,14,190,80,Leverkusen,32,Bundesliga,,CB,CB,,Defense,Right,75,83,70,66,73,34,26,54,28,41,45,36,59,54,38,37,71,74,48,68,53,56,71,71,76,74,73,74,75,74,76,75,82,64,79,75,3,2,9,6,11,9,9,,,,,Slide Tackle,,Men's Football,0,ea-drop-api,273651,https://www.ea.com/games/ea-sports-fc/ratings?playerId=273651,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,bayer-leverkusen,Bayer Leverkusen,ger,fc27,273651:BASE,BASE_LAUNCH
275325,Tommaso Martinelli,Tommaso,Martinelli,,2006-01-06,20,Italy,Italy,27,196,90,Fiorentina,110374,Serie A Enilive,,GK,GK,,Defense,Right,68,79,69,25,19,67,8,48,5,6,13,4,64,40,12,13,19,18,14,70,31,22,51,19,42,23,8,10,6,10,12,69,57,18,70,17,3,1,69,67,64,69,70,,,,,,,Men's Football,0,ea-drop-api,275325,https://www.ea.com/games/ea-sports-fc/ratings?playerId=275325,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,fiorentina,ACF Fiorentina,ita,fc27,275325:BASE,BASE_LAUNCH
276771,Malou Marcetto,Malou,Marcetto,,2003-04-16,23,Denmark,Denmark,13,178,66,Madrid CFF,116334,Liga F Moeve,,CM,"CM, CDM, CAM","CDM, CAM",Midfielder,Right,73,,71,74,69,69,66,78,73,53,66,68,71,73,67,63,76,69,63,72,69,54,71,77,67,69,72,62,70,69,63,70,76,71,71,64,3,3,13,12,7,11,12,,,,,,,Women's Football,1,ea-drop-api,276771,https://www.ea.com/games/ea-sports-fc/ratings?playerId=276771,ea-drop-api,ea-drop-api,,fc27,2026-08-28T09:08:58.508Z,,,,,276771:BASE,BASE_LAUNCH
278013,Saba Sazonov,Saba,Sazonov,,2002-02-01,24,Georgia,Georgia,20,194,84,Torino,54,Serie A Enilive,,CB,CB,,Defense,Right,73,78,60,52,67,40,31,70,30,42,55,33,58,42,61,31,70,60,38,61,59,56,67,65,60,73,73,75,72,75,72,70,77,48,76,80,3,2,11,8,7,12,7,,,,,,,Men's Football,0,ea-drop-api,278013,https://www.ea.com/games/ea-sports-fc/ratings?playerId=278013,ea-drop-api,ea-drop-api,FC26_20250921-carryover,fc27,2026-08-28T09:08:58.508Z,torino,Torino FC,ita,fc27,278013:BASE,BASE_LAUNCH
