source_provider,provider_item_id,provider_player_id,game_version,player_name,rating,primary_position,alternative_positions,card_type,rarity,pace,shooting,passing,dribbling,defending,physical,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,detailed_stats,playstyles,playstyles_plus,roles,skill_moves,weak_foot,preferred_foot,club,league,nation,player_image_url,card_image_url,source_url,collected_at,raw_provider_data
WEFUT,11,192119,FC27,Courtois,90,GK,,Gold,Rare,,,,,,,87,89,78,90,46,90,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/192119.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":10,""raw_face_stats"":[87,89,78,90,46,90],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,12,251854,FC27,Pedri,90,CM,,Gold,Rare,76,75,89,91,77,75,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/251854.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":11,""raw_face_stats"":[76,75,89,91,77,75],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,13,252371,FC27,Bellingham,90,CAM,,Gold,Rare,79,86,83,88,79,85,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/252371.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":12,""raw_face_stats"":[79,86,83,88,79,85],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,14,277643,FC27,Lamine Yamal,90,RW,,Gold,Rare,86,84,87,93,38,61,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/277643.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":13,""raw_face_stats"":[86,84,87,93,38,61],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,15,237288,FC27,Mariona,89,CM,,Gold,Rare,79,85,86,90,78,82,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/237288.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":14,""raw_face_stats"":[79,85,86,90,78,82],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,16,279799,FC27,Chawinga,89,LM,,Gold,Rare,91,83,81,86,46,84,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/279799.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":15,""raw_face_stats"":[91,83,81,86,46,84],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,17,227102,FC27,Graham Hansen,89,RW,,Gold,Rare,88,87,88,90,47,76,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/227102.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":16,""raw_face_stats"":[88,87,88,90,47,76],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,18,241846,FC27,Pajor,89,ST,,Gold,Rare,93,91,65,89,22,72,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/241846.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":17,""raw_face_stats"":[93,91,65,89,22,72],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,19,262531,FC27,Claudia Pina,89,LW,,Gold,Rare,91,89,84,88,45,73,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/262531.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":18,""raw_face_stats"":[91,89,84,88,45,73],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,20,212198,FC27,Bruno Fernandes,89,CAM,,Gold,Rare,67,85,92,85,68,75,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/212198.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":19,""raw_face_stats"":[67,85,92,85,68,75],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,21,230621,FC27,Donnarumma,89,GK,,Gold,Rare,,,,,,,90,83,72,90,46,88,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/230621.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":20,""raw_face_stats"":[90,83,72,90,46,88],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,22,232580,FC27,Gabriel,89,CB,,Gold,Rare,64,44,64,66,91,84,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/232580.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":21,""raw_face_stats"":[64,44,64,66,91,84],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,23,247635,FC27,Kvaratskhelia,89,LW,,Gold,Rare,86,85,84,90,59,81,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/247635.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":22,""raw_face_stats"":[86,85,84,90,59,81],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,24,252145,FC27,Nuno Mendes,89,LB,,Gold,Rare,94,77,80,86,84,80,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/252145.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":23,""raw_face_stats"":[94,77,80,86,84,80],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,25,256196,FC27,Pacho,89,CB,,Gold,Rare,80,34,63,65,90,86,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/256196.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":24,""raw_face_stats"":[80,34,63,65,90,86],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,26,158023,FC27,Messi,89,CAM,,Gold,Rare,76,87,89,90,33,63,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/158023.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":25,""raw_face_stats"":[76,87,89,90,33,63],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,27,238794,FC27,Vini Jr.,89,LW,,Gold,Rare,93,85,80,91,31,71,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/238794.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":26,""raw_face_stats"":[93,85,80,91,31,71],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,28,248822,FC27,Bühl,88,LM,,Gold,Rare,84,85,85,86,37,74,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/248822.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":27,""raw_face_stats"":[84,85,85,86,37,74],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,29,236479,FC27,Mapi León,88,CB,,Gold,Rare,77,68,80,77,89,86,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/236479.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":28,""raw_face_stats"":[77,68,80,77,89,86],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,30,245830,FC27,Hasegawa,88,CDM,,Gold,Rare,77,71,86,88,81,68,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/245830.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":29,""raw_face_stats"":[77,71,86,88,81,68],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,31,258980,FC27,Russo,88,ST,,Gold,Rare,84,88,73,86,39,78,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/258980.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":30,""raw_face_stats"":[84,88,73,86,39,78],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,32,265898,FC27,Dumornay,88,ST,,Gold,Rare,92,85,79,90,60,73,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/265898.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":31,""raw_face_stats"":[92,85,79,90,60,73],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,33,264012,FC27,Wilson,88,ST,,Gold,Rare,91,87,79,88,45,78,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/264012.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":32,""raw_face_stats"":[91,87,79,88,45,78],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,34,276359,FC27,Banda,88,ST,,Gold,Rare,92,84,64,80,33,82,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/276359.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":33,""raw_face_stats"":[92,84,64,80,33,82],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,35,237289,FC27,Patri Guijarro,88,CDM,,Gold,Rare,78,82,83,88,84,88,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/237289.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":34,""raw_face_stats"":[78,82,83,88,84,88],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,36,203376,FC27,van Dijk,88,CB,,Gold,Rare,70,60,72,70,89,85,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/203376.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":35,""raw_face_stats"":[70,60,72,70,89,85],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,37,220901,FC27,David Raya,88,GK,,Gold,Rare,,,,,,,87,86,88,88,58,86,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/220901.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":36,""raw_face_stats"":[87,86,88,88,58,86],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,38,234378,FC27,Rice,88,CDM,,Gold,Rare,72,75,86,81,85,84,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/234378.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":37,""raw_face_stats"":[72,75,86,81,85,84],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,39,243715,FC27,Saliba,88,CB,,Gold,Rare,77,41,68,73,90,82,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/243715.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":38,""raw_face_stats"":[77,41,68,73,90,82],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,40,235212,FC27,Hakimi,88,RB,,Gold,Rare,92,79,81,82,82,81,,,,,,,,,,,,,,,,,https://static.wefut.com/assets/images/fut27/playeravatars/235212.png?27,,https://wefut.com/player/latest/27/0,2026-09-08T16:28:17-03:00,"{""listing_offset"":0,""listing_index"":39,""raw_face_stats"":[92,79,81,82,82,81],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,41,,FC27,João Neves,88,CM,,,,72,75,84,87,86,82,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":0,""raw_face_stats"":[72,75,84,87,86,82],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,42,,FC27,Kimmich,88,CDM,,,,71,73,90,84,81,79,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":1,""raw_face_stats"":[71,73,90,84,81,79],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,43,,FC27,Díaz,88,LM,,,,82,82,83,87,44,74,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":2,""raw_face_stats"":[82,82,83,87,44,74],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,44,,FC27,Oblak,88,GK,,,,,,,,,,85,90,79,87,46,86,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":3,""raw_face_stats"":[85,90,79,87,46,86],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,45,,FC27,Raphinha,88,LW,,,,91,86,85,87,54,76,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":4,""raw_face_stats"":[91,86,85,87,54,76],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,46,,FC27,Harder,87,CAM,,,,82,81,80,88,28,79,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":5,""raw_face_stats"":[82,81,80,88,28,79],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,47,,FC27,Diani,87,RM,,,,91,84,81,88,56,73,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":6,""raw_face_stats"":[91,84,81,88,56,73],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,48,,FC27,Miedema,87,CAM,,,,83,86,80,86,34,82,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":7,""raw_face_stats"":[83,86,80,86,34,82],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,49,,FC27,Ona Batlle,87,RB,,,,88,62,80,82,82,72,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":8,""raw_face_stats"":[88,62,80,82,82,72],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,50,,FC27,Hemp,87,LM,,,,92,77,83,87,63,69,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":9,""raw_face_stats"":[92,77,83,87,63,69],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,51,,FC27,Hampton,87,GK,,,,,,,,,,87,84,89,85,60,85,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":10,""raw_face_stats"":[87,84,89,85,60,85],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,52,,FC27,Karchaoui,87,CM,,,,89,76,87,88,79,72,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":11,""raw_face_stats"":[89,76,87,88,79,72],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,53,,FC27,Salma Paralluelo,87,LW,,,,93,84,79,85,46,78,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":12,""raw_face_stats"":[93,84,79,85,46,78],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,54,,FC27,Chawinga,87,LW,,,,94,83,76,86,36,81,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":13,""raw_face_stats"":[94,83,76,86,36,81],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,55,,FC27,Debinha,87,CAM,,,,85,79,85,89,46,57,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":14,""raw_face_stats"":[85,79,85,89,46,57],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,56,,FC27,Lavelle,87,CAM,,,,85,79,84,87,60,65,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":15,""raw_face_stats"":[85,79,84,87,60,65],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,57,,FC27,Berger,87,GK,,,,,,,,,,87,85,82,87,45,82,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":16,""raw_face_stats"":[87,85,82,87,45,82],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,58,,FC27,Rodman,87,LM,,,,91,82,81,83,55,82,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":17,""raw_face_stats"":[91,82,81,83,55,82],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,59,,FC27,Irene Paredes,87,CB,,,,74,52,67,70,88,84,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":18,""raw_face_stats"":[74,52,67,70,88,84],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,60,,FC27,Alisson,87,GK,,,,,,,,,,85,87,82,86,50,86,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":19,""raw_face_stats"":[85,87,82,86,50,86],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,61,,FC27,Rúben Dias,87,CB,,,,58,44,69,69,87,83,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":20,""raw_face_stats"":[58,44,69,69,87,83],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,62,,FC27,Saka,87,RW,,,,79,82,85,87,60,73,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":21,""raw_face_stats"":[79,82,85,87,60,73],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,63,,FC27,Marquinhos,87,CB,,,,74,56,75,73,89,78,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":22,""raw_face_stats"":[74,56,75,73,89,78],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,64,,FC27,Tah,87,CB,,,,62,38,60,63,87,86,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":23,""raw_face_stats"":[62,38,60,63,87,86],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,65,,FC27,Upamecano,87,CB,,,,80,45,65,75,86,83,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":24,""raw_face_stats"":[80,45,65,75,86,83],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,66,,FC27,Kobel,87,GK,,,,,,,,,,88,85,64,88,44,86,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":25,""raw_face_stats"":[88,85,64,88,44,86],""raw_face_stat_semantics"":""DIV/HAN/KIC/REF/SPE/POS""}"
WEFUT,67,,FC27,Schlotterbeck,87,CB,,,,81,60,76,74,86,84,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":26,""raw_face_stats"":[81,60,76,74,86,84],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
WEFUT,68,,FC27,Musiala,87,CAM,,,,79,81,79,90,62,65,,,,,,,,,,,,,,,,,,,https://wefut.com/player/latest/27/40,2026-09-08T16:28:17-03:00,"{""listing_offset"":40,""listing_index"":27,""raw_face_stats"":[79,81,79,90,62,65],""raw_face_stat_semantics"":""PAC/SHO/PAS/DRI/DEF/PHY""}"
